epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.1666666716337204,0.0010000000474974513,2.3570632934570312,0.09589041024446487,2.326190233230591
1,0.20085470378398895,0.0010000000474974513,1.980952262878418,0.09589041024446487,2.4869139194488525
2,0.26923078298568726,0.0010000000474974513,1.9067246913909912,0.09589041024446487,2.820744752883911
3,0.32478633522987366,0.0010000000474974513,1.822999119758606,0.09589041024446487,3.1244378089904785
4,0.43589743971824646,0.0010000000474974513,1.74687659740448,0.09589041024446487,3.310643434524536
5,0.4188034236431122,0.0010000000474974513,1.6462079286575317,0.09589041024446487,3.2639613151550293
