epoch,accuracy,loss,val_accuracy,val_loss
0,0.17094017565250397,7.036168575286865,0.10958904027938843,2.3629350662231445
1,0.19658119976520538,3.2913410663604736,0.09589041024446487,2.819357395172119
2,0.31196582317352295,2.5022833347320557,0.09589041024446487,3.719531297683716
3,0.3589743673801422,2.1544060707092285,0.09589041024446487,4.278666973114014
4,0.3717948794364929,2.204484462738037,0.09589041024446487,4.186081886291504
5,0.45299145579338074,1.8457962274551392,0.09589041024446487,3.5309948921203613
6,0.49572649598121643,1.6166796684265137,0.09589041024446487,3.8501477241516113
7,0.5085470080375671,1.5009808540344238,0.09589041024446487,3.5177805423736572
8,0.5213675498962402,1.436408519744873,0.09589041024446487,3.6518914699554443
9,0.5854700803756714,1.3395733833312988,0.09589041024446487,4.213651180267334
10,0.6538461446762085,1.2770445346832275,0.09589041024446487,4.4979705810546875
11,0.5982906222343445,1.4641462564468384,0.10958904027938843,4.1506547927856445
12,0.6239316463470459,1.2107514142990112,0.10958904027938843,3.8875010013580322
13,0.6709401607513428,1.0479583740234375,0.12328767031431198,4.174400329589844
14,0.7008547186851501,1.1524611711502075,0.06849315017461777,4.367870807647705
15,0.7222222089767456,1.2086137533187866,0.09589041024446487,4.152367115020752
16,0.7649572491645813,0.8106966614723206,0.09589041024446487,3.922426462173462
17,0.7307692170143127,0.8461399674415588,0.09589041024446487,4.667778491973877
18,0.7649572491645813,0.7249993085861206,0.09589041024446487,4.973299026489258
19,0.7606837749481201,0.9225136041641235,0.15068493783473969,4.611635684967041
20,0.7606837749481201,0.7840486168861389,0.10958904027938843,4.541543960571289
21,0.7863247990608215,0.698631763458252,0.10958904027938843,5.1193766593933105
22,0.8162392973899841,0.45188871026039124,0.10958904027938843,4.959024906158447
23,0.8461538553237915,0.47358834743499756,0.10958904027938843,5.227233409881592
24,0.7991452813148499,0.8927441239356995,0.09589041024446487,4.704839706420898
25,0.8333333134651184,0.5433168411254883,0.09589041024446487,4.599050998687744
26,0.8632478713989258,0.5279775857925415,0.09589041024446487,4.608783721923828
27,0.8333333134651184,0.4763908088207245,0.09589041024446487,4.9230217933654785
28,0.8418803215026855,0.5464814901351929,0.09589041024446487,5.0743913650512695
29,0.9059829115867615,0.2688664197921753,0.09589041024446487,5.421874523162842
30,0.8547008633613586,0.3822486996650696,0.08219178020954132,6.3715362548828125
31,0.8461538553237915,0.36860451102256775,0.10958904027938843,7.7886505126953125
32,0.94017094373703,0.26042047142982483,0.10958904027938843,7.651399612426758
33,0.8888888955116272,0.37902361154556274,0.10958904027938843,6.609516620635986
34,0.867521345615387,0.35172396898269653,0.10958904027938843,7.712292671203613
35,0.9059829115867615,0.3204115331172943,0.10958904027938843,7.537325859069824
36,0.9145299196243286,0.2505359947681427,0.12328767031431198,7.139987945556641
37,0.9145299196243286,0.25721147656440735,0.12328767031431198,6.65916109085083
38,0.9273504018783569,0.22240974009037018,0.12328767031431198,6.017752170562744
39,0.9316239356994629,0.2592547535896301,0.16438356041908264,5.238226413726807
40,0.9188033938407898,0.27198612689971924,0.15068493783473969,6.114867687225342
41,0.94017094373703,0.1860634982585907,0.19178082048892975,5.8431525230407715
42,0.9017093777656555,0.3219805359840393,0.24657534062862396,5.649594783782959
43,0.9230769276618958,0.2698425352573395,0.27397260069847107,4.715499401092529
44,0.9444444179534912,0.1995922327041626,0.2602739632129669,4.605230808258057
45,0.9658119678497314,0.12029639631509781,0.24657534062862396,4.914956569671631
46,0.9829059839248657,0.08668249845504761,0.24657534062862396,4.888032913208008
47,0.9786324501037598,0.07039763033390045,0.31506848335266113,3.9097023010253906
48,0.9871794581413269,0.05661936476826668,0.31506848335266113,3.8419055938720703
49,0.9743589758872986,0.08777707070112228,0.30136987566947937,4.853169918060303
50,0.9786324501037598,0.053656864911317825,0.2876712381839752,4.944299697875977
51,0.9700854420661926,0.1346156746149063,0.34246575832366943,3.6957852840423584
52,0.9700854420661926,0.07948393374681473,0.4383561611175537,2.829111099243164
53,0.9316239356994629,0.19091272354125977,0.5068492889404297,2.3386385440826416
54,0.9529914259910583,0.11644047498703003,0.534246563911438,2.207247734069824
55,0.9316239356994629,0.1756637543439865,0.5890411138534546,2.3026912212371826
56,0.94017094373703,0.15391847491264343,0.5890411138534546,2.3020777702331543
57,0.9658119678497314,0.1045035794377327,0.5479452013969421,2.5078885555267334
58,0.9615384340286255,0.1393231302499771,0.6164383292198181,1.9789403676986694
59,0.9572649598121643,0.16003091633319855,0.6164383292198181,1.7836953401565552
60,0.9786324501037598,0.12062185257673264,0.6849315166473389,1.579769492149353
61,0.9743589758872986,0.08803229033946991,0.6712328791618347,1.737197756767273
62,0.9615384340286255,0.09273174405097961,0.6712328791618347,1.785657286643982
63,0.9743589758872986,0.07175686955451965,0.6575342416763306,1.771201729774475
64,0.9914529919624329,0.04255077242851257,0.6575342416763306,1.5695329904556274
65,0.9700854420661926,0.06542857736349106,0.7123287916183472,1.2395273447036743
66,0.9829059839248657,0.04813344404101372,0.7397260069847107,1.1649181842803955
67,0.9786324501037598,0.05241633579134941,0.7397260069847107,1.1573257446289062
68,0.9743589758872986,0.07590848952531815,0.767123281955719,1.2060626745224
69,0.9871794581413269,0.026448648422956467,0.767123281955719,1.3142935037612915
70,0.9829059839248657,0.07617224752902985,0.7397260069847107,1.2810930013656616
71,0.9871794581413269,0.04412723705172539,0.7260273694992065,1.1545029878616333
72,0.9786324501037598,0.060739293694496155,0.7534246444702148,1.0212604999542236
73,0.9786324501037598,0.064031220972538,0.7808219194412231,0.8937853574752808
74,0.995726466178894,0.037768084555864334,0.7945205569267273,0.8770338892936707
75,0.9829059839248657,0.07791605591773987,0.8219178318977356,0.8566718697547913
76,0.9829059839248657,0.046414151787757874,0.8082191944122314,0.9175401329994202
77,0.9871794581413269,0.036497775465250015,0.8219178318977356,0.9502516388893127
78,0.9829059839248657,0.06177498772740364,0.8219178318977356,0.8857753276824951
79,0.9871794581413269,0.03408963978290558,0.8219178318977356,0.8266984820365906
80,0.9871794581413269,0.03415282815694809,0.8082191944122314,0.8976232409477234
81,0.995726466178894,0.014869495294988155,0.8219178318977356,0.9905656576156616
82,0.995726466178894,0.01305872667580843,0.8219178318977356,1.0671054124832153
83,0.9871794581413269,0.021461427211761475,0.835616409778595,1.0908830165863037
84,0.9829059839248657,0.04228762537240982,0.835616409778595,1.0076231956481934
85,1.0,0.0200422964990139,0.8493150472640991,0.9905842542648315
86,0.9914529919624329,0.02613057754933834,0.8630136847496033,0.9851322174072266
87,1.0,0.012609953992068768,0.8493150472640991,0.9703654646873474
88,1.0,0.009005915373563766,0.8493150472640991,0.9607486724853516
89,0.9914529919624329,0.03270968794822693,0.8493150472640991,0.965215802192688
90,0.9871794581413269,0.06915760785341263,0.8630136847496033,0.9098765850067139
91,1.0,0.0050982083193957806,0.8630136847496033,0.8931806087493896
92,1.0,0.009228833951056004,0.8630136847496033,0.898593008518219
93,1.0,0.009796730242669582,0.8630136847496033,0.8997682332992554
94,1.0,0.005728825926780701,0.8630136847496033,0.9071536064147949
95,0.995726466178894,0.015795759856700897,0.8630136847496033,0.9174321889877319
96,0.9829059839248657,0.05840378254652023,0.8630136847496033,0.9293325543403625
97,0.9914529919624329,0.014871795661747456,0.8630136847496033,0.9366521835327148
98,0.9914529919624329,0.020801421254873276,0.8630136847496033,0.9455649852752686
99,0.995726466178894,0.013303689658641815,0.8630136847496033,0.9514565467834473
